GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1990 Int. GK$) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austria ,Belgium ,Denmark ,Finland ,France,Germany ,Italy ,Netherlands ,Norway ,Sweden ,Switzerland ,UK,12 W. Europe,Ireland ,Greece ,Portugal ,Spain ,14 small WEC,30 W. Europe ,Australia ,N. Zealand ,Canada,USA,W. Offshoots ,Albania ,Bulgaria ,Czecho-slovakia,Hungary ,Poland ,Romania ,Yugoslavia ,7 E. Europe,Bosnia ,Croatia ,Macedonia ,Slovenia ,Serbia/Montenegro/Kosovo,F. Yugoslavia ,Czech Rep.,Slovakia ,F. Czecho-slovakia,Armenia ,Azerbaijan ,Belarus ,Estonia ,Georgia ,Kazakhstan,Kyrgyzstan ,Latvia ,Lithuania ,Moldova ,Russia,Tajikistan ,Turk-menistan ,Ukraine ,Uzbekistan ,F. USSR ,Argentina ,Brazil ,Chile ,Colombia ,Mexico ,Peru ,Uruguay,Venezuela,8 L. America,Bolivia ,Costa Rica,Cuba,Dominican Rep.,Ecuador ,El Salvador,Guatemala,Haïti,Honduras,Jamaica ,Nicaragua,Panama,Paraguay,Puerto Rico ,T. & Tobago ,15 L. America,21 Caribbean,L. America,China ,India ,Indonesia (& Timor until '99),Japan ,Philippines,S. Korea ,Thailand ,Taiwan,Bangladesh,Burma ,Hong Kong,Malaysia ,Nepal ,Pakistan,Singapore ,Sri Lanka,16 E. Asia,Afghanistan,Cambodia ,Laos,Mongolia ,North Korea ,Vietnam,24 Sm. E. Asia,30 E. Asia,Bahrain ,Iran,Iraq ,Israel ,Jordan ,Kuwait ,Lebanon ,Oman,Qatar,Saudi Arabia ,Syria ,Turkey ,UAE,Yemen ,W. Bank & Gaza ,15 W. Asia,Asia ,Algeria ,Angola,Benin ,Botswana,Burkina Faso,Burundi,Cameroon ,Cape Verde ,Centr. Afr. Rep.,Chad ,Comoro Islands,Congo 'Brazzaville',Côte d'Ivoire,Djibouti,Egypt ,Equatorial Guinea ,Eritrea & Ethiopia ,Gabon,Gambia ,Ghana,Guinea ,Guinea Bissau ,Kenya,Lesotho,Liberia,Libya ,Madagascar,Malawi,Mali,Mauritania ,Mauritius ,Morocco ,Mozambique,Namibia ,Niger,Nigeria,Rwanda,S. Tomé & P.,Senegal ,Seychelles,Sierra Leone,Somalia ,South Africa ,Sudan ,Swaziland,Tanzania ,Togo,Tunisia ,Uganda ,Zaire (Congo-Kinshasa),Zambia ,Zimbabwe,3 Small Afr. ,Total Africa ,,World Total
1992,138360.8254,177256.9477,97994.93667,75731.06553,1059124.659,1361341.41,945660.1539,269301.6558,83844.21832,147330,145721.0525,933534.8405,5435201.766,43671.81477,105329.2261,113341.0531,490963.4675,33161,6221668.327,302570.7394,46620.95208,517778.7606,5985151.501,6852121.953,5428.8,42268.94183,113300.2266,57210.8809,185803.5116,63768.1955,91391.43105,559171.9875,10535,23087.51049,6477.824248,18615.99348,32675.10282,91391.43105,80643.82687,32656.39978,113300.2266,10526.3366,25668.33305,65414.84482,13127.238,17965.58918,103073.8949,12533.33087,15674.6892,23755.93341,15880.854,934932.24,9839.42322,10773.665,255924.7757,77370.25674,1592461.405,254575,748949,101873.655,167889,558049,66004,22218,189942,2109499.655,15485,15729,23689,18772,43549,11918,31601,5456,9668,9140,5323,12605,14514,39877,11372,268698,19007,2397204.655,2483921,1169301,526321,2422244.79,142668,429744.295,300059,231766.4922,76330.10081,33592.95266,112335.7481,107139.717,17285,205962.2204,49354.91764,45917.97343,8353944.208,9021,9482,4245,2426,53391,79312.67381,21191.29687,179068.9707,2316.065752,234472,21370.05856,66051.3388,14806.97361,13722.75926,8808.11481,13211.1987,3566.345328,160954.7742,81318.32465,326669.6233,26236.76078,29683.17116,8555,1011742.509,9544755.687,74215.54067,7180,5822.24136,4509.908972,7608.37,4101.46065,13416.83795,413,1844.021088,2868.068352,301.76454,5667.065856,16297.34,531.5847,142991.992,668,26763.82042,4616.9415,888.784344,17912.06492,3501.71136,843.673434,26246.63558,2213.705238,2321,11508,8733.32724,5185.361754,6488.43376,1904.28165,8532.530944,65763.51168,13597.65726,5346.099885,4110.470375,116868.11,6248.49225,167,10211.69318,401.817858,3605.3328,5536,142967.1979,22279.79252,2236.55205,14227.74935,2673.9504,30674.59025,10627.60986,16332.45404,6322.656,13216.0483,405,909917.2543,,28077301.27
1993,138821.818,175551.9608,97907.11101,74790.21511,1048641.289,1350420.725,937302.9399,271352.4374,86129.24103,144709,145386.7663,955304.8933,5426318.397,44847.69968,103643.9005,111025.2218,485899.183,34633,6206367.402,314360.3604,49627.33417,529920.6972,6146209.837,7040118.229,5949.9648,41634.9077,113971.0505,56881.28381,192749.4204,64724.71844,76267.90953,552179.2551,7287,21240.50965,5991.987429,19137.2413,22611.17115,76267.90953,80693.74779,33277.3027,113971.0505,9600.018977,19738.94812,60443.31661,12011.42277,12701.67155,93591.09652,10590.66459,13887.77463,19907.4722,15690.28375,853593.1351,8235.597235,10935.26998,219583.4575,75590.74083,1436100.87,269341,782652,109003.8352,175444,568934,69766,22907,189182,2187229.835,16135,16641,19898,19148,44507,12681,32865,5336,10355,9304,5302,13273,15094,41729,11236,273504,19481,2480214.835,2724344,1238272,564053,2428241.992,145704,453343.7219,325215,248022.6512,79821.75421,35621.96784,119466.2417,117741.1313,17950,209583.6886,55403.88293,49086.42992,8811871.461,8741,9870,4674,2354,53552,85719.57775,22125.01505,187035.5928,2508.299209,239395,21370.05856,68297.85973,15665.77808,18415.94293,9424.682847,14017.08182,3552.079947,159989.0455,89938.06707,352940.367,26000.62994,30543.98313,9308,1061366.876,10060273.93,72582.79878,5241,6026.019808,4600.107152,7547.50304,3859.474472,12987.49914,434.4810197,1849.553151,2816.443122,310.8174762,5610.395197,16264.74532,510.8528967,145279.8639,710,30350.17236,4727.748096,943.000189,18807.66817,3673.295217,861.3905761,26351.62213,2295.612332,2374,10979,8916.727112,5688,6332.71135,2009.017141,9104.210517,65105.87656,14780.65344,5239.177887,4168.01696,119439.2085,5729.867393,169,9987.035934,427.9360188,3608.938133,5536,144682.8043,22903.62671,2310.358268,14398.48234,2235.422534,31349.43124,11520.32909,14127.57274,6752.596608,13387.85693,414,918319.9211,,28693574.44
1994,142515.743,181216.9725,103316.8853,77733.38821,1070472.681,1386302.976,957993.4836,277719.4708,90656.39337,149857,146937.2737,997587.1758,5582309.443,47429.07539,105716.8542,112096.4267,497479.1766,35838,6380868.976,327595.433,52253.60951,555411.2016,6395858.483,7331118.727,6443.811878,42384.33604,117827.0724,58557.66344,202951.2563,67248.98246,79189.7969,574602.9195,7484,22493.69972,5884.131656,20151.51509,23176.45043,79189.7969,82484.73784,35342.3346,117827.0724,10118.42,15850.37534,53371.44857,11819.24001,11380.69771,81798.61836,8461.941006,14193.30567,17956.53992,10841.98607,745186.807,6481.415024,9043.468269,169298.8457,71660.02231,1237463.131,291696,831176,117598.6831,186496,594054,79254,24166,182183,2306623.683,16910,17357,20296,19971,46465,13442,34212,4893,10158,9481,5514,13685,15547,43475,11708,283114,19966,2609703.683,2997060,1328047,606949,2454919.439,152115,490744.863,354484,265650.0939,83082.22458,38285.82863,126016.0616,128587.4935,19425,217416.702,61721.9689,51835.3569,9376340.032,8479,10258,4964,2408,39468,93291.75335,23064.18435,181932.9377,2502,244901,20306,74172,16445,19970,10178.65747,14556,3635,160811,96821,333685.0961,28228,31205,10189,1067604.754,10625877.72,71929,5310,6291.164679,4761,7653.970084,3715.905682,12662,463,1972,2971,294.34415,5301,16590.04023,506,151052.4838,746,30835.14448,4903,978.8341962,19429,3820.227025,888.9550745,27064,2286.568928,2426,10836,8916.727112,5102,6498,2101.431929,9505,71876.88773,15890,5595,4334.737639,118700,2854,173,10276.65998,418,3735.250967,5701,149312.654,23362,2389,14628,2626,32352,12257,13576.8304,5855,14165,427,938314.818,,29697949.98
1995,145237.6581,185538.5574,106483.7789,80411.97145,1095671.865,1412512.62,986004.0138,286142.838,94606.5912,155285,147494.5351,1026043.723,5721433.152,51998.5709,107936.6,116897.2333,511197.1511,36899,6546361.708,341575.1958,54413.49058,570868.2258,6558150.668,7525007.58,7300.838858,43613.48178,124789.9065,59429.89455,217060.1588,72024,83343.61863,607561.899,7933,24023.2713,5819.406207,20977.7272,24590.21391,83343.61863,87382.34324,37407.56323,124789.9065,10816.59098,13980.03105,47820.81792,12351.10581,11676.59585,75091.13166,8004.996192,14065.56592,18890.28,10690.19827,714634.1479,5677.719561,8392.338554,148644.3866,71015.08211,1171750.988,282653,866086,127482.4683,196567,557419,86070,23683,192931,2332891.468,17705,17739,20986,20870,47859,14275,35923,5138,10534,9642,5762,13945,16247,45453,12188,294266,20464,2647621.468,3450084,1425623,656101,2504246.458,159264,534517.2433,387097,282714.9587,87174.04361,40945.94709,130912.481,141226.4678,20099,228206.2431,66684.69785,54686.41349,10169582.95,10700,10940,5230,2560,32758,102192.2341,24074.7654,188454.9995,2600,252983,18475,79215,17495,20186,10841,15259,3742,161564,102698,357681.1069,30459,34594,11234,1119026.107,11477064.06,74663,5861,6580.558254,4975,7998.632616,3445.35672,13080.68445,499,2075,2983,320,5513.8964,17767.93308,489,158064.8339,852,32746.73618,5148,945,20206,3999,928.0690978,28254,2574.614333,2492,10804,9069,5954,6952,2198,9837,67133.01314,16573,5830,4447.440817,121809.3601,3858,176,10811,420,3361.725871,5867,153942,24063,2479,15155.49695,2807,33129,13716,13671.89341,5708,14193,444,966871.2454,,30942238.95
1996,149041.6055,187684.8476,109502.1344,83461.51256,1107663.816,1426553.501,996781.9207,294839.7295,99577.38444,157582,148264.1389,1054948.361,5815900.952,56291.67902,110482.1888,121142.6495,523519.6721,38136,6665473.142,354521.1781,56332.60685,580059.7477,6803768.743,7794682.275,7965.215194,39513.8145,130723.2693,60214.37491,230083.7136,74832.58296,91336.53131,634669.5018,12232.686,25440.64431,5889.239082,21732.92538,26041.03653,91336.53131,91016.55927,39706.71001,130723.2693,11454.76985,14161.77145,49159.80082,12906.90557,12984.37458,75466.58731,8573.350922,14600.05743,19778.12316,10059.47657,688907.3186,4729.540394,8954.625237,133779.9479,72222.33851,1137738.988,295090,891202,136918.4074,200695,586144,88050,24867,192160,2415126.407,18484,17899,22812,22373,48816,14532,37000,5349,10913,9497,6033,14280,16458,46953,12651,304050,20975,2740151.407,3521141,1537383,705895,2590265.174,168507,571926.2087,409936,299967.3494,91203.78977,43583.97971,136550.4167,155352.9286,21170,239266.4442,72116.60826,56764.55144,10621029.45,11342,11543,5355,2620,27091,111737.0108,25135.78262,194823.7935,2707,267403,20799,82938,17861,19518,11274,15700,3922,163815,109904,382738.0093,32356,36631,12381,1179947.009,11995800.25,77500,6518,6942.488958,5259,8598.099234,3155.946756,13734,532,1919,3075,316,5751,19136,464,165950.0855,1100,36218.8109,5333,1003,21135,4203,970,29441,2819.286105,2541,11160,9258.746014,6389,7251,2319,10349,75323,17749.08126,6005,4598.653805,129605.1592,4348,179,11362,462,2528,6048,160561,25242,2576,15837.49431,3080,35481,14895,13535.59825,6080,15669,476,1021982.45,,31990498.02
1997,151783.2272,193950.2185,113004.5702,88627.96813,1134262.273,1452295.154,1016979.551,306157.3609,104744.167,162430,151092.3886,1089522.136,5964849.015,62866.99594,114501.0584,126210.1002,543757.7552,39918,6852102.925,370332.9173,57150.93785,604681.7889,7109774.55,8141940.194,7152.763245,37301.04088,131892.3714,62963.88149,245729.4186,70267.7954,100596.3247,655903.5957,16709.84908,27170.60812,5971.688429,22776.1058,27968.07323,100596.3247,90354.80676,41537.56467,131892.3714,11832.77726,14983.1542,54764.01811,14262.13065,14347.73391,76749.5193,9422.112663,15811.86219,21162.59178,10220.42819,698552.021,4809.942581,7933.79796,129766.5495,75977.90011,1160596.539,318698,925068,145962.6618,203706,625759,95622,26112,204843,2545770.662,19408,18901,23565,24230,50476,15157,38518,5493,11459,9355,6340,14908,16886,48549,13043,316288,21497,2883555.662,3706647,1611108,737760,2636147.523,177264,598526.1095,404197,319997.4689,96116.81304,46087.6567,143476.2999,166729.0225,22025,241693.5535,78283.28932,60397.46854,11046456.21,12023,11846,5636,2726,25249,120845.4639,26236.07834,204561.5422,2791,280773,19996,85675,18409,19708,11725,16671,4865,167106,112640,411553.4994,34517,39592,13573,1239594.499,12490612.25,78353,7033,7338.210829,5611,9010.463335,3168.570543,14435.18932,573,2067,3204,330,5716,20227,461,175073.1087,1884,37921.29788,5637,1052,22023,4413,1024,30059,2953.85558,2555,11741,9602,6632,7737,2393,10970,73566,19720,6257,4727,133363,4948,181,11930,518,2083,6044,164786,27766,2674,15685,2928,37397,15655,12777.38485,6286,16092,496,1057077.081,,33241788.24
1998,157233,197587,115447,93640,1163069,1478795,1026365,323975,106995,168815,155651,1123047,6110619,67719,118329,132300,568115,39975,7037057,390635,57449,629755,7413357,8491196,8061.164177,38793.08252,133504,66008,259283,66894.94122,105771.6039,678315.7918,19483.68402,27849.87333,6174.725836,23596.04561,28667.27506,105771.6039,89566,43938,133504,12696.56999,16481.46962,59364.19563,15003.76145,14792.51366,75291.27843,9619.977029,16555.01971,22707.46098,9556.100362,661528.7639,5064.869538,8497.097615,127300.985,79320.92771,1133780.991,334314,926918,150678.5384,205132,657263,95718,27313,204433,2601769.538,20417,20489,23871,25998,50678,15732,40482,5614,11791,9317,6600,15504,16819,50103,13669,327084,22033,2950886.538,3717352,1715943,639032,2558595,176200,566815,361756,334621.7611,101139.1218,48748.38866,136347.1327,154458.7415,22435,247857.3054,77549.4716,63236.18386,10922086.11,12744,11998,5806,2821,25130,127812.0117,26675.24997,212986.2617,2924,285827,22993,88246,18950,19354,12077,17121,5275,169987,121201,424177,35916,41532,14807,1280387,12415459.37,82349,7511,7675,5942,9587.773076,3320.291761,15156,615,2147,3451,333,5928,21198,461,185114.6421,2298,37389.17317,5835,1089,23058,4625,735.6673772,30540,2865.996171,2580,11318,9975.771081,6850,8116,2482,11628,79339,22204,6470,5219,135764,5388,185,12611,548,2066,6044,166054,29432,2759,16266,2867,39192,16391,12572.36944,6167,16559,520,1096791.684,,33803487.37
1999,162410,204349,118399,97261,1201508,1508538,1046091,339125,109221,176425,157653,1157194,6278174,74709,122405,137341,594177,41210,7248016,406196,60453,664604,7746169,8877422,8875.341758,39685.32342,134743,68722,271181,66092.20192,103884.6891,693183.5562,21334.634,27599.22447,6440.239047,24917.42417,23593.16738,103884.6891,90727,44016,134743,13115.5568,17701.09837,61382.57828,14988.75768,15221.49656,77324.14295,9975.916179,17101.33537,22321.43414,9231.19295,703866.6048,5252.269711,9899.118722,127046.3831,82811.04853,1187238.934,322947,934333,149532.0935,196722,681982,96579,26548,191963,2600606.093,20499,22415,25494,28078,46978,16268,42020,5765,11567,9308,7889,16000,16903,52207,14598,335989,22634,2959229.093,3961441,1819937,641286,2554893,182192,620582,377846,352771.5418,106066.2376,54083.96299,141005.5434,163938.8198,23175,256929.2117,82868.76724,65955.32919,11404971.41,13508,13294,6257,2821,25310,133913.2278,28798.98553,223902.2133,3050,291258,24948,90805,19594,19006,11980,17087,5565,168797,117444,404240,37029,43110,16153,1270066,12898939.63,84984,7759,8037,6317,10190.93251,3287.232102,15823,668,2225,3531,340,5750,21537,472,196407,3250,39633.14775,4845,1159,24073,4838,795,30937,2933.83698,2623,11442,10445,7124,8660,2583,12244,79259,23870,6703,5188,137122,5798,190,13254,532,1899,6151,169541,31699,2856,16835,2950,41582,17637,12031.77015,6302,16443,542,1133297.919,,34997327.13
2000,167878,212010,122628,102185,1248521,1556928,1083598,352541,112768,183739,163323,1211453,6517572,81716,127880,142770,625120,42483,7537541,414058,61766,699382,8032209,9207415,9523.241707,41828.33088,138418,72303,282517,67480.13816,108608.6898,720678.4006,22486.70424,28399.60198,6730.049804,25889.20371,25103.13009,108608.6898,94029,44389,138418,13889.37466,19665.92029,64942.76782,16157.88078,15495.4835,84901.90896,10514.61565,18281.32751,23191.97007,9425.048002,774253.2653,5688.208097,10502.96496,134542.1197,86123.49047,1287576.346,320364,975444,156244.7021,202230,726934,99573,26203,198105,2705097.702,20991,22908,26896,30600,40059,16626,43533,5817,12134,9411,7500,16400,16835,53826,15299,338835,22846,3066778.702,4319339,1899526,672114,2628056,193066,673289,395791,373438.4683,112371.4039,61518.30699,155337.1855,177955.0965,24681,265633.7324,90900.29042,69912.66668,12112929.15,13508,14224,6615,2821,25310,143002.3467,28803.21735,234283.5641,3208,306112,27692,98887,20437,19899,12184,18027,6172,177068,120145,433992,41621,45783,16153,1347380,13694592.71,87109,7991,8503,6860,10416.19409,3283.926136,16488,713,2265,3566,336,6221,21042,475,207013,3773,41774.13046,4753,1224,24963,4939,870,30906,3037.266411,2667,11832,10946,7388,8981,2713,12563,80052,24252,6931,5115,143018,6146,196,14022,504,1971,6260,175305,34773,2919,17694,2894,43537,18518,11286.15546,6529,15604,565,1173702.673,,36688284.84
2001,169244,213668,123502,104880,1271617,1576223,1103028,359326,114993,186757,165191,1229700,6618129,86691,133600,145636,647941,43795,7675792,429694,64000,709074,8093143,9295911,10208.91511,43543.29245,142285,75250,285948,71326.50604,112647.0024,741208.716,23498.60593,29649.18446,6427.197563,26588.21221,26483.80224,112647.0024,96475,45810,142285,15222.75462,21612.8464,67995.07791,17191.98515,16239.26671,96363.66667,11071.89028,19743.83371,24676.25616,9999.97593,813740.1818,6268.405323,10933.58653,146919.9947,89999.04755,1367978.769,306237,988197,161521.1469,205204,726676,99757,25316,204829,2717737.147,21343,23155,27694,31710,42108,16910,44549,5755,12450,9574,7726,16493,17184,55010,15948,347609,22617,3087963.147,4780797,2009448,697849,2632907,196439,705179,404369,365281.0878,118297.6076,68469.86405,156056.7578,178532.2921,25989,270574.5262,89168.57924,68832.54633,12768190.26,12157,15035,6992,2821,25310,152862.2171,29015.06505,244192.2821,3356,317438,30185,98491,21520,19939,12732,19379,6561,177953,124590,401443,42329,47523,12922,1336361,14348743.54,89374,8239,8928,7217,11114,3353,17362,756,2272,3919,344,6445,21063,484,214258,5301,44990.28596,4848,1295,26011,5136,871,31246,3137,2712,12530,11602,7085,10068,2832,13455,85095,27405,7083,5478,147452,6558,204,14681,493,2328,6371,180038,36894,2969,18791,2912,45670,19425,11049,6849,15183,593,1221768.286,,37739365.46
2002,170755,216891,124062,106570,1284653,1576223,1106823,359553,116716,191266,165907,1254905,6674324,92412,138834,146782,665441,45148,7762941,443202,66930,732692,8223657,9466481,10556.01822,45676.91378,145864,78539,290080,74892.83134,116999.8487,762608.612,24368.05435,31190.94206,6485.042341,27465.62321,27490.18673,116999.8487,98187,47677,145864,17521.39057,23903.80811,71394.83181,18429.80808,17132.42637,105807.306,11071.89028,21007.43906,26354.24158,10779.97405,851985.9703,6863.903828,11130.39108,154559.8344,93779.00754,1441722.223,272876,1007295,165049,209163,732256,104684,22531,186690,2700544,21863,23832,28118,33116,42546,17287,45551,5723,12789,9672,7775,16861,17174,55285,16459,354051,22804,3077399,5374025,2080337,727541,2639801,204971,747781,425945,378396.1865,123521.1597,76686.22995,159003.17,185879.8825,25911,279284.3925,91085.77685,71561.52035,13591730.32,15634,15862,7401,2821,25310,163685.1348,32090.84704,262803.9819,3530,331723,32297,97900,22768,20537,13152,19882,6770,178131,131941,433157,43429,49376,10338,1394931,15249465.3,92949,9425,9464,7576,11692,3503,18490,794,2258,4307,352,6793,20747,497,221115,5809,45709,4848,1254,27182,5252,826,31590,3278,2851,12705,10129,7234,10501,2948,13912,87818,29433,7261,5643,149663,7174,214,14843,499,2968,6696,186520,39108,3052,20144,3043,46447,20746,11436,7074,14271,614,1260657,,39021274.14
2003,172763,219074,124543,108490,1298819,1572784,1107193,360759,117891,194945,165515,1289685,6732461,96537,145837,145636,686076,46543,7853090,461200,69243,746491,8431121,9708055,11189,47641.02107,151407,81835,301266,78562.58008,120896,792796.6011,25147.83209,32532.15256,6705.53378,28608,27902.53953,120896.058,101729,49678,151407,19956.86386,26581.03462,76249.68037,19369.7283,19034.1257,115647.3855,11813.70693,22582.99699,28910.60301,11459.11242,914180.9462,7564.022019,11887.25768,169088.4588,97905.28387,1552231.206,296889,1018375,171486,218784,742508,108871,23027,172128,2752068,22453,25357,29186,33017,44078,17685,46690,5746,13365,10011,7969,17502,17828,56170,18829,365886,23277,3141231,6187983,2257166,763899,2686224,215015,770958,455204,391261,130013.0381,87268.9509,164102.5116,196661,26714,292390,93910,75786.30143,14794555.8,18088,16687,7830,2821,25310,175568.8156,34239.05253,280543.8681,3785,255607,25256,100152,23724,23925,13692,20280,7197,191848,133393,458486,48597,51203,9000,1366145,16441244.67,99362,9745,9833,7871,12627,3462,19230,831,2086,4940,361,6847,20394,514,228190,6873,44089,4974,1338,28595,5315,821,32475,3367,1959,13455,11122,7516,11257,3113,14875,93175,31758,7515,5897,165677,7239,228,15825,470,3188,7038,192302,41884,3125,21292,3201,49048,21659,12099,7436,12787,635,1320915,,40809563.48
2004,176795,225609,127175,112500,1329614,1589449,1120504,368824,122439,200316,169781,1331721,6874727,100745,152462,147841,708466,47980,8032221,472265,71790,769405,8738865,10052325,11849,50785,158701,85761,317349,85241,127410,837096,26682,33931,6981,29880,29936,127410,106318,52383,158701,22052,29644,84943,20978,20157,126402,12641,25548,31022,12307,980002,8366,13634,189548,105444,1682688,323609,1076423,181775,229067,772208,114315,25744,203627,2926768,23396,26448,30879,33446,47604,18021,48184,5545,14193,10151,8392,18219,18559,57069,20335,380441,23944,3331153,6699034,2426453,801266,2750543,228776,807459,483882,415128,138328,99138,178216,210191,27676,314348,102174,79876,15762488,19535,23944,8331,3000,25310,189263,36530,305913,3997,373743,25256,105360,25765,26438,14705,21375,8471,202015,137128,499422,53311,53251,9000,1559237,17627638,104529,10836,10138,8115,13208,3627,19941,867,2114,6600,376,7087,20720,528,237546,9052,49865,5029,1434,30197,5459,839,33968,3508,2010,14127,11711,7892,11527,3275,15574,98820,34140,8011,5850,175618,7528,242,16743,456,3420,7432,195473,44021,3191,22719,3275,51991,22729,12898,7836,12301,668,1387061,,42950182
2005,181215,230572,130227,115650,1354877,1600575,1128348,376200,125745,206926,174195,1361019,6985549,106991,156883,149172,733971,48753,8181319,485488,73800,792487,9009770,10361545,12536,53934,168804,89190,328773,88736,133295,875268,27723,35356,7267,31165,31784,133295,113016,55788,168804,25117,36847,92928,22950,22092,138663,12615,28256,33442,13230,1042722,8927,15406,194666,112825,1800686,353381,1110868,191954,242124,797691,122088,27443,224602,3070151,24426,28008,34338,36556,50460,18580,49774,5645,15059,10252,8753,18748,19097,58610,21434,399740,25905,3495796,7268725,2649687,846938,2802803,240215,839757,506141,432563,147043,112620,190869,221331,28534,338553,109633,84828,16820240,22680,27129,8923,3000,25310,205161,38976,331179,4313,391309,25079,110733,27852,29240,15073,22422,9250,213328,143299,541373,57683,56233,9000,1656187,18807606,109860,13069,10432,8245,14146,3660,20400,923,2165,7121,392,7640,21114,545,248236,9930,55849,5180,1507,31979,5623,868,35972,3533,2117,15582,12250,8152,12230,3452,16104,101785,37008,8211,6341,185101,8070,256,17681,482,3663,7848,204932,46794,3261,24389,3314,54123,24150,13917,8251,11809,705,1460367,,44982587
2006,187557,237490,134525,121317,1387394,1651794,1150914,388991,128637,215617,180466,1400488,7185190,112769,163943,151260,763330,50146,8426638,499082,75276,815469,9253034,10642861,13226,57331,181231,92669,349158,96746,140835,931196,29635,37018,7558,33004,33620,140835,120701,60530,181231,28433,48086,102220,25245,24169,153500,13007,31703,36050,13865,1123012,9551,17163,208876,121061,1955941,383418,1155303,200784,258831,837576,131489,29364,246837,3243602,25598,30473,38493,37146,52428,19360,52462,5808,16053,10523,9094,19554,19918,60075,24520,421505,27361,3692468,7928475,2909356,893520,2858859,252946,883425,532460,453326,156600,127374,204230,234168,29560,359205,118842,91360,18033706,24540,30058,9672,3000,25310,221984,41794,356358,4602,414005,26634,116602,30080,30732,15163,23768,10638,220154,150607,578728,63105,58033,9000,1751851,20141915,112057,15499,10828,8665,14924,3846,21052,1023,2247,7136,396,8113,21261,571,265116,10059,61887,5242,1605,34025,5763,874,38274,3819,2282,16626,12862,8699,12878,3845,16667,109724,40227,8794,6709,196578,8659,273,18105,493,3850,8291,215793,52082,3356,26024,3444,56991,26759,14696,8763,11065,740,1549557,,47340576
2007,194122,243666,136677,126412,1419304,1693088,1169329,402995,129643,221223,186963,1436901,7360323,119535,170501,154132,790809,51368,8646668,519045,77685,835856,9447347,10879933,14059,60886,194889,93781,372900,101682,148046,986243,31651,39054,8004,35248,34089,148046,128064,66825,194889,32328,59338,111011,27063,27144,167161,14112,34874,39259,14281,1213976,10296,19154,225378,132562,2127937,416776,1201514,210221,278243,866576,143191,31596,267077,3415194,26776,32550,41303,40304,53739,20270,55767,6006,17064,10670,9385,20884,21272,60375,25648,442013,28797,3886004,8306661,3182835,949812,2924613,270905,928479,558550,479166,166466,142532,217301,248687,30537,379320,128112,97573,19011549,27509,33124,10397,3000,25310,240853,44060,384253,4974,446297,27034,122666,32757,31500,16300,25598,12265,227419,156932,605928,67080,59948,9000,1845698,21241500,115419,18645,11327,9047,15461,3985,21747,1103,2330,7150,398,7984,21602,600,283939,12212,68696,5536,1706,35965,5867,897,40992,4013,2496,17873,13660,9447,13432,3884,17367,112269,43043,9278,6931,210338,9343,289,18956,516,4096,8823,226798,57394,3473,27371,3509,60582,29006,15622,9315,10302,787,1642821,,49411106
2008,198004,246103,135037,127676,1423562,1713405,1157636,411055,132365,220781,190328,1446959,7402911,115949,175445,154132,797927,51665,8698029,531503,77840,839199,9485136,10933678,15015,64539,202624,94344,391172,108902,154032,1030628,33391,39991,8376,36481,35793,154032,131522,71102,202624,34526,66221,122112,26088,27711,172511,15185,33269,40436,15309,1281959,11110,21165,230111,144493,2242206,445117,1262279,216948,284921,877312,157224,34408,279897,3558106,28409,33704,42996,42440,57231,20777,57997,6084,17747,10286,9685,22094,22506,59651,26238,457845,29982,4045933,8908894,3415183,1007750,2904141,281120,948906,573073,479645,176454,148233,222516,260126,31972,386906,129521,103427,19977867,28445,35344,11146,3000,25310,255786,46299,405330,5278,457455,29602,127572,35346,33484,17686,27594,14278,237426,165093,611382,72044,62106,9000,1905346,22288543,118882,21106,11893,9309,16234,4164,22378,1168,2381,7136,402,8431,22098,635,304383,13592,76337,5663,1810,38590,6155,927,41689,4154,2673,18481,14629,10363,14117,3969,18513,118997,45970,9547,7589,222958,10390,306,19430,529,4321,9349,233829,61297,3556,29934,3548,63368,31617,16591,9855,8841,834,1734918,,50973935
