GDP per capita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1990 Int. GK$) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Byzantium/  Ottoman Empire/ Turkey ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Austria ,Belgium ,Denmark ,Finland ,France,Germany ,(Centre-   North)           Italy ,Holland/     Netherlands ,Norway ,Sweden ,Switzerland ,England/GB/UK,12 W. Europe,Ireland ,Greece ,Portugal ,Spain ,14 small WEC,30 W. Europe ,Australia ,N. Zealand ,Canada,USA,W. Offshoots ,Albania ,Bulgaria ,Czecho-slovakia,Hungary ,Poland ,Romania ,Yugoslavia ,7 E. Europe,Bosnia ,Croatia ,Macedonia ,Slovenia ,Montenegro,Serbia,Kosovo,F. Yugoslavia ,Czech Rep.,Slovakia ,F. Czecho-slovakia,Armenia ,Azerbaijan ,Belarus ,Estonia ,Georgia ,Kazakhstan,Kyrgyzstan ,Latvia ,Lithuania ,Moldova ,Russia,Tajikistan ,Turk-menistan ,Ukraine ,Uzbekistan ,F. USSR ,Argentina ,Brazil ,Chile ,Colombia ,Mexico ,Peru ,Uruguay,Venezuela,8 L. America,Bolivia ,Costa Rica,Cuba,Dominican Rep.,Ecuador ,El Salvador,Guatemala,Haïti,Honduras,Jamaica ,Nicaragua,Panama,Paraguay,Puerto Rico ,T. & Tobago ,15 L. America,21 Caribbean,L. America,China ,India ,Indonesia (Java before 1880),Japan ,Philippines,S. Korea ,Thailand ,Taiwan,Bangladesh,Burma ,Hong Kong,Malaysia ,Nepal ,Pakistan,Singapore ,Sri Lanka,16 E. Asia,Afghanistan,Cambodia ,Laos,Mongolia ,North Korea ,Vietnam,24 Sm. E. Asia,30 E. Asia,Bahrain ,Iran,Iraq ,Israel ,Jordan ,Kuwait ,Lebanon ,Oman,Qatar,Saudi Arabia ,Syria ,,UAE,Yemen ,W. Bank & Gaza ,15 W. Asia,Asia ,Algeria ,Angola,Benin ,Botswana,Burkina Faso,Burundi,Cameroon ,Cape Verde ,Centr. Afr. Rep.,Chad ,Comoro Islands,Congo 'Brazzaville',Côte d'Ivoire,Djibouti,Egypt ,Equatorial Guinea ,Eritrea & Ethiopia ,Gabon,Gambia ,Ghana,Guinea ,Guinea Bissau ,Kenya,Lesotho,Liberia,Libya ,Madagascar,Malawi,Mali,Mauritania ,Mauritius ,Morocco ,Mozambique,Namibia ,Niger,Nigeria,Rwanda,Sao Tomé & Principe,Senegal ,Seychelles,Sierra Leone,Somalia ,Cape Colony/ South Africa ,Sudan ,Swaziland,Tanzania ,Togo,Tunisia ,Uganda ,Congo-Kinshasa,Zambia ,Zimbabwe,3 Small Afr. ,Total Africa ,,Total World,,,,,
1818,,,,,,,1524.144145,1833.62471,,883.1964784,,2008.316075,,,,,,,,,,,1372.088424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.2310915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.2862105,,,,,,,,,,,,,,,,,,
1819,,,,,,,1511.080052,1749.177931,,875.4976236,,1946.974385,,,,,,,,,,,1369.000453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.1905324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754.4819467,,,,,,,,,,,,,,,,,,
1820,1218.165628,,1273.593074,781.0094098,1134.976,,1511.080052,1873.515907,801.0309278,887.6726513,,2073.845353,1527.96174,877.4820448,,922.9602669,,955.8599696,1454.609967,517.9640719,,904.4117647,1360.765863,1302.019164,,,849.0270341,,,,,683.1609842,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.1279956,683.4998897,604.5471951,533.0265278,626.8297096,,1164.526613,374.7736211,638.7897236,,,644.4570099,,,,,,,700.7481297,,,,,,666.8951203,636.25,628.2057201,600,,528.4191745,,584.0992647,335.0285089,569.9892819,606.4242105,,503.9931546,615,602.7874564,397.0626127,,,549.8763397,587.9872129,,,,,335.0285089,527.0951,556.1735261,556.1682685,,587.9573171,588.2891125,,589.8617512,,656.626506,,,,658.1899776,740,,,,672.042013,590.7025697,430.2714764,,,,,,,,,,,,,,474.9642346,,,,,,,,,,,,,,,,,429.8995909,,,,,,,,,,,745.4809782,,,,,429.7142857,,,,,,486.4962504,,711.6386,,,,,
1821,,,1320.479863,,1224.539097,,1484.951867,1836.311773,,914.3843324,,2074.965263,,,,,,,,522.6586103,,,1382.38166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.9113416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.8013546,,,,,,,,,,,,,,,,,,
1822,,,1326.547922,,1176.17169,,1502.370657,1853.316112,,918.6748571,,2080.183176,,,,,,,,537.993921,,,1420.466635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.1878571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.8073007,,,,,,,,,,,,,,,,,,
1823,,,1307.692308,,1213.164081,,1515.43475,1944.643413,,908.7778099,,2107.497238,,,,,,,,556.231003,,,1405.02678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.8672355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,,,1328.112119,,1245.836835,,1554.627028,1931.235158,,933.4245801,,2190.729748,,,,,,,,587.3493976,,,1443.111755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.272124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,,,1321.661238,,1190.911901,,1532.85354,1882.470506,,958.2207885,,2209.431033,,,,,,,,615.6156156,,,1475.020788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.8065745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,,,1324.215607,,1222.662733,,1576.400515,1912.227067,,960.5084321,,2063.907969,,,,,,,,627.2727273,,,1485.314025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.1263346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.1100208,,,,,,,,,,,,,,,,,,
1827,,,1349.003984,,1197.146087,,1550.27233,2024.683739,,915.4734282,,2194.687273,,,,,,,,646.3414634,,,1491.489967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.1419283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,,,1356.521739,,1189.59808,,1532.85354,2068.080883,,931.6676387,,2170.638018,,,,,,,,662.5766871,,,1491.489967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.2865342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,,,1323.622047,,1220.701945,,1528.498842,2071.556908,,944.812767,,2159.531739,,,,,,,,699.3865031,,,1442.082432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.1124542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.7854443,,,,,,,,,,,,,,,,,,
1830,1398.530243,,1329.929301,,1190.840841,,1506.725354,1892.701274,834.5764213,921.3310789,,2227.306829,,,,,,,,848.4848485,,1000,1547.073444,1488.043349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.8678326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,,,1318.431373,,1207.512186,,1558.981725,2033.681237,767.4736844,939.2596105,,2224.167876,,,,,,,,876.8768769,,,1641.77122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.6448729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.3877076,,,,,,,,,,,,,,,,,,
1832,,,1354.231975,,1312.280493,,1572.045818,2128.91562,777.7678423,914.2806633,,2266.326107,,,,,,,,896.4497041,,,1701.471991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.4577276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,,,1336.448598,,1287.620855,,1580.755213,2081.3864,862.8634703,943.146022,,2258.113768,,,963.8859705,,,,,899.713467,,,1761.172763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.4257686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,,,1396.911197,,1289.553738,,1593.819306,2099.848236,901.1700077,955.3921517,,2283.28802,,,1026.016681,,,,,946.3276836,,,1676.768224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.1370953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,,,1376.722818,,1332.705882,,1637.366281,2093.751605,881.4318981,951.7286304,,2422.146994,,,1340.749467,,,,,1145.251397,,,1740.58629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.7995837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,,,1367.30038,,1310.872491,,1519.789447,2162.719725,856.0203717,982.4550473,,2470.171793,,,1296.933781,,,,,1125.340599,,,1766.319381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.0770169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,,,1391.698113,,1329.24877,,1480.597169,2213.44074,856.5438275,974.7273378,,2419.713714,,,1329.590655,,,,,1179.624665,,,1710.735904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.2662916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,,,1390.262172,,1386.889423,,1502.370657,2236.607679,858.4574561,959.4121711,,2485.580323,,,1399.113844,,,,,1164.948454,,,1695.296049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.5772492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,,,1394.951745,,1335.532001,,1489.306564,2235.810894,858.0483285,970.0722205,,2435.122991,,,1267.353248,,,,,1086.848635,,,1777.641941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.9629863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,1514.531755,,1428.150332,,1427.73639,,1537.208237,2257.170517,934.592364,983.9208895,,2521.017461,,,1212.337516,,,,,1373.809524,,1162.050678,1690.149431,1637.541765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.5224161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.5082318,,,,,,,,,,,,,,,,,,
1841,,,1413.56674,,1455.974215,,1567.69112,2279.376254,950.9986307,971.5041156,,2443.11025,,,1202.83096,,,,,1171.875,,,1655.152427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.8769174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,,,1407.220217,,1417.826112,,1580.755213,2223.830648,955.4427399,925.7344954,,2389.3604,,,1228.88327,,,,,1068.817204,,,1640.741896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.6257775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,,,1475.574713,,1486.658375,,1502.370657,2185.230601,932.950191,945.8372861,,2477.800443,,,1036.603145,,,,,1239.40678,,,1666.474987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0386466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.898595,,,,,,,,,,,,,,,,,,
1844,,,1526.874116,,1533.442134,,1502.370657,2205.698835,949.4494331,986.7343424,,2663.357184,,,1004.813834,,,,,1408.713693,,,1757.055468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.6181992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,,,1551.048951,,1479.915966,,1515.43475,2189.733608,989.5680907,1009.599993,,2752.129722,,,967.8336387,,,,,1449.392713,,,1784.847207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.6414152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,,1693.901304,1568.559557,,1478.271791,,1502.370657,2193.441921,1006.178279,974.8830986,,2719.347855,,,1060.990184,,,,,1601.980198,,,1795.140443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.9665659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,,1761.597046,1547.39011,,1635.362496,,1467.533076,2208.214426,966.1290242,1000.443233,,2656.437928,,,904.0691244,,,,,1853.281853,,,1842.489331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.2557901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.2207445,,,,,,,,,,,,,,,,,,
1848,,1753.603294,1612.244898,,1529.496522,,1506.725354,2244.576853,912.2559241,1011.129192,,2735.720355,,,974.5338098,,,,,2120.817844,,,1889.838219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.1920193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,,1790.381125,1691.374663,,1571.909771,,1498.015959,2311.178311,934.6664514,1048.543824,,2774.201817,,,998.2837988,,,,,2095.486111,,,1841.460007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.4796244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,1650.379747,1846.707125,1767.178119,910.9336609,1596.671252,1427.665501,1480.597169,2354.690453,955.9386369,1076.133359,,2330,1718.720506,,1008.412265,923.4800839,1078.689405,1272.727273,1626.547512,1975.206612,1144.444444,1329.577465,1848.665273,1800.953426,,,1079.027027,,,,,868.9964198,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.41244,683.4998897,909.5045605,491.6338167,655.6240072,,1467.58763,729.4973322,,,,771.8369099,,,,,,,543.8596491,,,,,,,,,600,,462.1866296,681.194507,,,,,,,,,,,,563.8249887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.9814814,,,,,,,,,,,,,,,,,,
1851,,1885.637704,1661.832564,,1567.696483,1407.752166,1480.597169,2388.440377,1014.078112,1054.660372,2292.613443,2450.8072,,,1235.223386,991.1157565,1089.288099,,,2344.339623,,,1923.805899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.3488729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.3725156,,,,,,,,,,,,,,,,,,
1852,,1923.657346,1702.473958,,1664.372149,1425.780111,1458.823681,2361.309773,1002.691972,1032.399303,2373.689791,2480.425469,,,1042.946572,,1132.713384,,,2749.295775,,,2021.591646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.6112524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.9924631,,,,,,,,,,,,,,,,,,
1853,,1961.623291,1692.010309,,1577.86004,1413.427459,1428.340798,2308.181289,1047.830663,1046.203849,2141.856577,2555.453611,,,1142.870849,,1135.835095,,,3010.062893,,,2159.521015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.8842415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.9470849,,,,,,,,,,,,,,,,,,
1854,,2069.690993,1681.325685,,1648.078331,1443.340766,1332.537452,2449.015193,1075.515158,1056.705065,1796.391237,2602.492166,,,1197.401227,,1150.423868,,,2635.851184,,,2165.696957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.8728425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.6474759,,,,,,,,,,,,,,,,,,
1855,,2070.775261,1842.767296,,1617.351351,1420.459145,1345.601545,2382.056042,1128.333938,1122.087119,2155.797445,2570.783839,,,1259.125716,918.541505,1202.104713,,,2501.525941,,,2118.348069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.2954532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.2347366,,,,,,,,,,,,,,,,,,
1856,,2169.660247,1715.880893,,1685.617917,1531.384128,1349.956242,2477.365558,1104.529097,1110.57615,2141.24301,2729.644721,,,1102.491987,,1163.253365,,,3052.58216,,,2162.608986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.8597193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733.0843278,,,,,,,,,,,,,,,,,,
1857,,2211.352397,1721.542228,,1779.040948,1594.470968,1458.823681,2434.147219,1042.228924,1141.105964,2282.927026,2757.290854,,,1429.129574,,1131.607894,,,2693.771626,,,2115.260098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.5962536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867.8700915,,,,,,,,,,,,,,,,,,
1858,,2211.538462,1687.84029,,1900.080689,1574.238902,1515.43475,2367.380424,1079.193171,1154.715265,3119.089181,2742.312293,,,1377.867102,,1153.033621,,,2297.165992,,,2125.553334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.9668764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759.2964098,,,,,,,,,,,,,,,,,,
1859,,2197.452229,1778.375149,,1773.523093,1565.20641,1467.533076,2282.898541,1100.019459,1196.356004,2832.435394,2790.090719,,,1355.849136,,1199.948665,,,2965.598124,,,2183.195459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.6917035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.6873573,,,,,,,,,,,,,,,,,,
1860,1777.567887,2292.616034,1741.15566,959.1484465,1892.144772,1639.324253,1458.823681,2392.164272,1136.727495,1218.248382,2338.594448,2830.24093,1965.773142,,1332.652384,,1236.159059,,,2894.419306,2212.121212,1450.578807,2240.837583,2191.758657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.207476,680.0320075,1081.606657,572.7281811,573.3281067,,1788.981132,639.6551883,,,,927,,,,,,,537.127064,,,,,,,,,,,522.6314416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.8907277,,,,,,,,,,,,,,,,,,
1861,,2310.222036,1747.233547,957.8107184,1769.296603,1582.873611,1450.114286,2326.694791,1103.775665,1170.468626,2510.229364,2884.063444,,,1418.639803,882.916053,1248.168673,,,2850.668648,,,2194.518019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.0430669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.364431,,,,,,,,,,,,,,,,,,
1862,,2353.919734,1778.608396,896.2795941,1913.965885,1645.101664,1468.950046,2418.402189,1197.784743,1134.393249,2707.192311,2880.174144,,,1431.797274,,1252.316872,,,2739.507959,,,2263.482703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.3930094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.966071,,,,,,,,,,,,,,,,,,
1863,,2403.798514,1869.392391,957.6365663,1973.375762,1748.843589,1504.236891,2463.409659,1199.405861,1183.367238,2582.823342,2880.661492,,,1279.191285,,1277.120627,,,2730.446927,,,2409.646661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.8857415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.4863214,,,,,,,,,,,,,,,,,,
